# Wordlist

# META
@vowels:T V _

# DATA
ID	﻿ID	CONCEPT	TOKENS	DOCULECT	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	CUSTOMID	ALIGNMENT
396	396	short	lekaleka	Fijian	8	5	A	L	1	1.L.C	2.0	lekaleka	0	202	lekaleka
#
21	21	shoulder	pakihiwi	Maori	8	1	A	P	2	2.P.C	2.0	pakihiwi	0	206	pakihiwi
249	249	shoulder	vÅ« ni taba-na	Fijian		3 4 1	AXN	BNT	1	1.B.C 1.N.V 1.T.c	2.0 1.5 0.8	vÅ«nitaba-na	0	205	vÅ« ni taba-na
#
14	14	skin	kiri	Maori	1	1	A	K	2	2.K.C	2.0	kiri	0	207	kiri
242	242	skin	kuli-na	Fijian	1	1	A	K	1	1.K.C	2.0	kuli-na	0	207	kuli-na
#
134	134	sky	rangi	Maori	1	5	A	R	2	2.R.C	2.0	rangi	0	209	rangi
369	369	sky	lomÄlagi	Fijian	1	5	A	L	1	1.L.C	2.0	lomÄlagi	0	208	lomÄlagi
#
159	159	small	iti	Maori	121	7	X	I	2	2.I.V	1.5	iti	0	211	iti
394	394	small	lailai	Fijian	32	5	A	L	1	1.L.C	2.0	lailai	0	210	lailai
#
152	152	smoke	au|ahi	Maori	2	7	X	A	2	2.A.V	1.5	au|ahi	0	213	au|ahi
387	387	smoke	kubou	Fijian	57	1	A	K	1	1.K.C	2.0	kubou	0	212	kubou
#
109	109	snake	naakahi	Maori		4	A	N	2	2.N.C	2.0	naakahi	0	215	naakahi
345	345	snake	gata	Fijian	12	1	A	K	1	1.K.C	2.0	gata	1	214	gata
#
113	113	spider	pungaawerewere	Maori	"1,57"	1	A	P	2	2.P.C	2.0	pungaawerewere	0	217	pungaawerewere
349	349	spider	tina ni viritÄlawalawa	Fijian	1	1 4 3	AXN	TNB	1	1.T.C 1.N.V 1.B.c	2.0 1.5 0.8	tinaniviritÄlawalawa	0	216	tina ni viritÄlawalawa
#
136	136	star	whetuu	Maori	1	6	A	W	2	2.W.C	2.0	whetuu	0	219	whetuu
371	371	star	kalokalo	Fijian	28	1	A	K	1	1.K.C	2.0	kalokalo	0	218	kalokalo
#
81	81	stick/wood	raa|kau	Maori	1	5	A	R	2	2.R.C	2.0	raa|kau	0	221	raa|kau
317	317	stick/wood	kau	Fijian	1	1	A	K	1	1.K.C	2.0	kau	0	220	kau
#
125	125	stone	koowhatu	Maori	"1,39"	1	A	K	2	2.K.C	2.0	koowhatu	0	223	koowhatu
361	361	stone	vatu	Fijian	1	3	A	B	1	1.B.C	2.0	vatu	0	222	vatu
#
108	108	tail	whiore	Maori	10?	6	A	W	2	2.W.C	2.0	whiore	0	225	whiore
344	344	tail	bui-na	Fijian	38	1	A	P	1	1.P.C	2.0	bui-na	0	224	bui-na
#
189	189	that	teenaa	Maori	1	1	A	T	2	2.T.C	2.0	teenaa	0	227	teenaa
190	190	that	teeraa	Maori		1	A	T	2	2.T.C	2.0	teeraa	0	227	teeraa
421	421	that	oqori	Fijian		7	X	U	1	1.U.V	1.5	oqori	0	226	oqori
422	422	that	koyÄ	Fijian		1	A	K	1	1.K.C	2.0	koyÄ	0	228	koyÄ
423	423	that	ayÄ	Fijian		7	X	A	1	1.A.V	1.5	ayÄ	0	226	ayÄ
#
64	64	thatch/roof	raurau	Maori	55?	5	A	R	2	2.R.C	2.0	raurau	0	230	raurau
294	294	thatch/roof	i tibitibi	Fijian		7 1	XN	IT	1	1.I.V 1.T.c	1.5 0.8	itibitibi	0	229	i tibitibi
#
203	203	they	raaua	Maori	x	5	A	R	2	2.R.C	2.0	raaua	0	232	raaua
204	204	they	raatou	Maori	"1, 72"	5	A	R	2	2.R.C	2.0	raatou	0	232	raatou
434	434	they	ira	Fijian	"1, 70"	7	X	I	1	1.I.V	1.5	ira	0	231	ira
#
165	165	thick	matotoru	Maori	3	4	A	M	2	2.M.C	2.0	matotoru	0	234	matotoru
399	399	thick	vÄvaku	Fijian	36	3	A	B	1	1.B.C	2.0	vÄvaku	0	233	vÄvaku
#
164	164	thin	rahirahi	Maori	5	5	A	R	2	2.R.C	2.0	rahirahi	0	236	rahirahi
398	398	thin	mamare	Fijian	13	4	A	M	1	1.M.C	2.0	mamare	0	235	mamare
#
188	188	this	teenei	Maori	"7,1"	1	A	T	2	2.T.C	2.0	teenei	0	238	teenei
420	420	this	oqÅ	Fijian	17	7	X	U	1	1.U.V	1.5	oqÅ	0	237	oqÅ
#
195	195	thou	koe	Maori	1	1	A	K	2	2.K.C	2.0	koe	0	240	koe
428	428	thou	iko	Fijian	1	7	X	I	1	1.I.V	1.5	iko	0	239	iko
#
140	140	thunder	whatitiri	Maori	14	6	A	W	2	2.W.C	2.0	whatitiri	0	242	whatitiri
375	375	thunder	kurukuru	Fijian	"2, 63"	1	A	K	1	1.K.C	2.0	kurukuru	0	241	kurukuru
#
43	43	to bite	ngau	Maori	7	4	A	N	2	2.N.C	2.0	ngau	0	244	ngau
272	272	to bite	kati-a	Fijian	1	1	A	K	1	1.K.C	2.0	kati-a	0	243	kati-a
#
143	143	to blow	hua	Maori	5?	3	A	H	2	2.H.C	2.0	hua	1	246	hua
144	144	to blow	pupuhi	Maori	6	1	A	P	2	2.P.C	2.0	pupuhi	0	248	pupuhi
378	378	to blow	uvu-ca	Fijian	"4,57"	7	X	Y	1	1.Y.V	1.5	uvu-ca	0	245	uvu-ca
379	379	to blow	liwa	Fijian	36	5	A	L	1	1.L.C	2.0	liwa	0	247	liwa
#
30	30	to breathe	whakataa	Maori	11	6	A	W	2	2.W.C	2.0	whakataa	0	250	whakataa
258	258	to breathe	cegu-va	Fijian	40	1	A	C	1	1.C.C	2.0	cegu-va	0	249	cegu-va
#
151	151	to burn	tahu	Maori	8	1	A	T	2	2.T.C	2.0	tahu	0	252	tahu
386	386	to burn	vaka-caudre-va	Fijian		3	A	B	1	1.B.C	2.0	vaka-caudre-va	0	251	vaka-caudre-va
#
93	93	to buy	hoko	Maori	7	3	A	H	2	2.H.C	2.0	hoko	0	254	hoko
330	330	to buy	voli-a	Fijian	1	3	A	B	1	1.B.C	2.0	voli-a	0	253	voli-a
#
40	40	to chew	katikati	Maori		1	A	K	2	2.K.C	2.0	katikati	0	256	katikati
268	268	to chew	mama-a	Fijian	1	4	A	M	1	1.M.C	2.0	mama-a	0	255	mama-a
269	269	to chew	namu-ta	Fijian	7?	4	A	N	1	1.N.C	2.0	namu-ta	0	257	namu-ta
#
87	87	to choose	whiri	Maori	1	6	A	W	2	2.W.C	2.0	whiri	0	259	whiri
324	324	to choose	digi-a	Fijian	41	1	A	T	1	1.T.C	2.0	digi-a	0	258	digi-a
#
181	181	to climb	piki	Maori	6	1	A	P	2	2.P.C	2.0	piki	0	261	piki
415	415	to climb	cabe	Fijian	2	1	A	C	1	1.C.C	2.0	cabe	0	260	cabe
#
8	8	to come	haere mai	Maori	"1,42"	3 4	AC	HM	2	2.H.C 2.M.C	2.0 1.5	haeremai	0	263	haere mai
237	237	to come	lako mai	Fijian	"1,85"	5 4	AN	LM	1	1.L.C 1.M.c	2.0 0.8	lakomai	0	262	lako mai
#
41	41	to cook	tao	Maori	10	1	A	T	2	2.T.C	2.0	tao	0	264	tao
#
214	214	to count	tatau	Maori	8	1	A	T	2	2.T.C	2.0	tatau	0	266	tatau
445	445	to count	oka-ta	Fijian		7	X	U	1	1.U.V	1.5	oka-ta	0	265	oka-ta
#
36	36	to cry	tangi	Maori	1	1	A	T	2	2.T.C	2.0	tangi	0	267	tangi
264	264	to cry	tagi	Fijian	1	1	A	T	1	1.T.C	2.0	tagi	0	267	tagi
#
92	92	to dig	keri	Maori	1	1	A	K	2	2.K.C	2.0	keri	0	268	keri
329	329	to dig	keli-a	Fijian	1	1	A	K	1	1.K.C	2.0	keli-a	0	268	keli-a
#
52	52	to dream	moemoeaa	Maori	"7,27"	4	A	M	2	2.M.C	2.0	moemoeaa	0	270	moemoeaa
282	282	to dream	tadra-a	Fijian	16	1	A	T	1	1.T.C	2.0	tadra-a	0	269	tadra-a
#
42	42	to drink	inu	Maori	1	7	X	I	2	2.I.V	1.5	inu	0	272	inu
271	271	to drink	gunu-va	Fijian	1	1	A	K	1	1.K.C	2.0	gunu-va	0	271	gunu-va
#
39	39	to eat	kai	Maori	"1,44"	1	A	K	2	2.K.C	2.0	kai	0	273	kai
267	267	to eat	kani-a	Fijian	1	1	A	K	1	1.K.C	2.0	kani-a	0	273	kani-a
#
97	97	to fall	makere	Maori	10	4	A	M	2	2.M.C	2.0	makere	0	275	makere
334	334	to fall	lutu-ka	Fijian	58	5	A	L	1	1.L.C	2.0	lutu-ka	0	274	lutu-ka
#
24	24	to fear	mataku	Maori	1	4	A	M	2	2.M.C	2.0	mataku	0	277	mataku
252	252	to fear	rere-vaka	Fijian	29	5	A	R	1	1.R.C	2.0	rere-vaka	0	276	rere-vaka
#
128	128	to flow	tere	Maori	10	1	A	T	2	2.T.C	2.0	tere	0	278	tere
364	364	to flow	drÅdrÅ-va	Fijian	32	1	A	T	1	1.T.C	2.0	drÅdrÅ-va	0	278	drÅdrÅ-va
#
104	104	to fly	rere	Maori	11	5	A	R	2	2.R.C	2.0	rere	0	280	rere
340	340	to fly	vuka	Fijian	45	3	A	B	1	1.B.C	2.0	vuka	0	279	vuka
#
88	88	to grow	tupu	Maori	1	1	A	T	2	2.T.C	2.0	tupu	0	281	tupu
325	325	to grow	tubu	Fijian	1	1	A	T	1	1.T.C	2.0	tubu	0	281	tubu
#
46	46	to hear	rongo	Maori	1	5	A	R	2	2.R.C	2.0	rongo	0	282	rongo
276	276	to hear	rogo-ca	Fijian	1	5	A	R	1	1.R.C	2.0	rogo-ca	0	282	rogo-ca
#
180	180	to hide	huna	Maori	"1,16"	3	A	H	2	2.H.C	2.0	huna	0	284	huna
414	414	to hide	vuni-a	Fijian	1	3	A	B	1	1.B.C	2.0	vuni-a	0	283	vuni-a
#
74	74	to hit	patu	Maori	7	1	A	P	2	2.P.C	2.0	patu	0	285	patu
307	307	to hit	vacu-a	Fijian		3	A	B	1	1.B.C	2.0	vacu-a	0	285	vacu-a
308	308	to hit	yavi-ta	Fijian		7	X	Y	1	1.Y.V	1.5	yavi-ta	0	287	yavi-ta
#
91	91	to hold	pupuri	Maori		1	A	P	2	2.P.C	2.0	pupuri	0	289	pupuri
328	328	to hold	taura	Fijian	35	1	A	T	1	1.T.C	2.0	taura	0	288	taura
#
71	71	to hunt	whaiwhai	Maori	6	6	A	W	2	2.W.C	2.0	whaiwhai	0	290	whaiwhai
304	304	to hunt	vaka-sasa-a	Fijian		3	A	B	1	1.B.C	2.0	vaka-sasa-a	0	290	vaka-sasa-a
#
76	76	to kill	patu	Maori	9	1	A	P	2	2.P.C	2.0	patu	1	292	patu
310	310	to kill	moku-ta	Fijian		4	A	M	1	1.M.C	2.0	moku-ta	0	291	moku-ta
311	311	to kill	vaka-mate-a	Fijian	2	3	A	B	1	1.B.C	2.0	vaka-mate-a	0	292	vaka-mate-a
#
35	35	to laugh	kata	Maori	7	1	A	K	2	2.K.C	2.0	kata	0	294	kata
263	263	to laugh	dredre	Fijian	50	1	A	T	1	1.T.C	2.0	dredre	0	293	dredre
#
51	51	to lie down	takoto	Maori	7	1	A	T	2	2.T.C	2.0	takoto	0	295	takoto
281	281	to lie down	davo	Fijian	40	1	A	T	1	1.T.C	2.0	davo	0	295	davo
#
86	86	to plant	too	Maori	4	1	A	T	2	2.T.C	2.0	too	0	296	too
323	323	to plant	te-a	Fijian		1	A	T	1	1.T.C	2.0	te-a	0	296	te-a
#
66	66	to say	koorero	Maori	11	1	A	K	2	2.K.C	2.0	koorero	0	297	koorero
296	296	to say	kaya	Fijian		1	A	K	1	1.K.C	2.0	kaya	0	297	kaya
#
79	79	to scratch	rakuraku	Maori	9	5	A	R	2	2.R.C	2.0	rakuraku	0	299	rakuraku
314	314	to scratch	kadru-va	Fijian	44	1	A	K	1	1.K.C	2.0	kadru-va	0	298	kadru-va
315	315	to scratch	mila-a	Fijian	31	4	A	M	1	1.M.C	2.0	mila-a	0	300	mila-a
#
48	48	to see	kite	Maori	1	1	A	K	2	2.K.C	2.0	kite	0	302	kite
278	278	to see	rai-ca	Fijian	37	5	A	R	1	1.R.C	2.0	rai-ca	0	301	rai-ca
#
69	69	to sew	tui	Maori	13	1	A	T	2	2.T.C	2.0	tui	0	303	tui
301	301	to sew	cula-a	Fijian	31	1	A	C	1	1.C.C	2.0	cula-a	0	303	cula-a
#
72	72	to shoot	whana	Maori	1	6	A	W	2	2.W.C	2.0	whana	0	304	whana
305	305	to shoot	vana	Fijian	1	3	A	B	1	1.B.C	2.0	vana	0	304	vana
#
53	53	to sit	noho	Maori	16	4	A	N	2	2.N.C	2.0	noho	0	306	noho
283	283	to sit	dabe-ca	Fijian	62	1	A	T	1	1.T.C	2.0	dabe-ca	0	305	dabe-ca
#
50	50	to sleep	moe	Maori	10	4	A	M	2	2.M.C	2.0	moe	0	307	moe
280	280	to sleep	moce	Fijian	10	4	A	M	1	1.M.C	2.0	moce	0	307	moce
#
38	38	to spit	tuha	Maori	"19,34?"	1	A	T	2	2.T.C	2.0	tuha	0	309	tuha
266	266	to spit	kasivi-ta	Fijian	"19, 55"	1	A	K	1	1.K.C	2.0	kasivi-ta	0	308	kasivi-ta
#
82	82	to split	waawaahi	Maori	4	6	A	W	2	2.W.C	2.0	waawaahi	0	311	waawaahi
318	318	to split	tase-a	Fijian		1	A	T	1	1.T.C	2.0	tase-a	0	310	tase-a
#
90	90	to squeeze	kotee	Maori		1	A	K	2	2.K.C	2.0	kotee	0	313	kotee
327	327	to squeeze	boo	Fijian	42	1	A	P	1	1.P.C	2.0	boo	0	312	boo
#
54	54	to stand	tuu	Maori	2	1	A	T	2	2.T.C	2.0	tuu	0	314	tuu
284	284	to stand	tÅ«	Fijian	2	1	A	T	1	1.T.C	2.0	tÅ«	0	314	tÅ«
#
75	75	to steal	taahae	Maori	5?	1	A	T	2	2.T.C	2.0	taahae	0	316	taahae
309	309	to steal	butako-ca	Fijian	1	1	A	P	1	1.P.C	2.0	butako-ca	0	315	butako-ca
#
44	44	to suck	ngote	Maori	9	4	A	N	2	2.N.C	2.0	ngote	0	318	ngote
273	273	to suck	sucu-ma	Fijian	51	3	A	S	1	1.S.C	2.0	sucu-ma	0	317	sucu-ma
274	274	to suck	domi-ca	Fijian	50	1	A	T	1	1.T.C	2.0	domi-ca	0	319	domi-ca
#
89	89	to swell	puku	Maori	24	1	A	P	2	2.P.C	2.0	puku	1	320	puku
326	326	to swell	vuce	Fijian		3	A	B	1	1.B.C	2.0	vuce	0	320	vuce
#
10	10	to swim	kauhoe	Maori	5	1	A	K	2	2.K.C	2.0	kauhoe	0	321	kauhoe
239	239	to swim	qalo	Fijian	11	1	A	K	1	1.K.C	2.0	qalo	0	321	qalo
#
23	23	to think	whakaaro	Maori		6	A	W	2	2.W.C	2.0	whakaaro	0	323	whakaaro
251	251	to think	nanu-ma	Fijian	28	4	A	N	1	1.N.C	2.0	nanu-ma	0	322	nanu-ma
#
96	96	to throw	panga	Maori		1	A	P	2	2.P.C	2.0	panga	0	324	panga
333	333	to throw	viri-taka	Fijian	30	3	A	B	1	1.B.C	2.0	viri-taka	0	324	viri-taka
#
9	9	to turn	huri	Maori	15	3	A	H	2	2.H.C	2.0	huri	0	326	huri
238	238	to turn	gole-a	Fijian		1	A	K	1	1.K.C	2.0	gole-a	0	325	gole-a
#
37	37	to vomit	ruaki	Maori	"8,31"	5	A	R	2	2.R.C	2.0	ruaki	0	328	ruaki
265	265	to vomit	lua-ca	Fijian	8	5	A	L	1	1.L.C	2.0	lua-ca	0	327	lua-ca
#
6	6	to walk	haere-a-waewae	Maori	6	3	A	H	2	2.H.C	2.0	haere-a-waewae	0	330	haere-a-waewae
235	235	to walk	lako	Fijian	1	5	A	L	1	1.L.C	2.0	lako	0	329	lako
#
85	85	to work	mahi	Maori	54	4	A	M	2	2.M.C	2.0	mahi	0	332	mahi
321	321	to work	cakacaka	Fijian	33	1	A	C	1	1.C.C	2.0	cakacaka	0	331	cakacaka
322	322	to work	mi-Ã sa	Fijian		4	A	M	1	1.M.C	2.0	mi-Ã sa	0	332	mi-Ã sa
#
49	49	to yawn	haamama(mama)	Maori	"19,28"	3	A	H	2	2.H.C	2.0	haamama(mama)	0	333	haamama(mama)
#
34	34	tongue	arero	Maori	15	7	X	A	2	2.A.V	1.5	arero	0	334	arero
262	262	tongue	yame-na	Fijian	7	7	X	Y	1	1.Y.V	1.5	yame-na	0	334	yame-na
#
33	33	tooth	niho	Maori	1	4	A	N	2	2.N.C	2.0	niho	0	336	niho
261	261	tooth	bati-na	Fijian	6	1	A	P	1	1.P.C	2.0	bati-na	0	335	bati-na
#
145	145	warm	mahana	Maori	"1, 72"	4	A	M	2	2.M.C	2.0	mahana	0	338	mahana
380	380	warm	katakata	Fijian	36	1	A	K	1	1.K.C	2.0	katakata	0	337	katakata
#
127	127	water	wai	Maori	2	6	A	W	2	2.W.C	2.0	wai	0	339	wai
363	363	water	wai	Fijian	2	6	A	W	1	1.W.C	2.0	wai	0	339	wai
#
197	197	we	taaua	Maori	"1, 29"	1	A	T	2	2.T.C	2.0	taaua	0	341	taaua
198	198	we	taatou	Maori	"1, 39"	1	A	T	2	2.T.C	2.0	taatou	0	341	taatou
199	199	we	maaua	Maori	"2, 29"	4	A	M	2	2.M.C	2.0	maaua	0	345	maaua
200	200	we	maatou	Maori	"2, 39"	4	A	M	2	2.M.C	2.0	maatou	0	345	maatou
430	430	we	e[da]	Fijian	1	7	X	E	1	1.E.V	1.5	e[da]	0	340	e[da]
431	431	we	keda	Fijian	1	1	A	K	1	1.K.C	2.0	keda	0	342	keda
432	432	we	keimami	Fijian	2	1	A	K	1	1.K.C	2.0	keimami	0	342	keimami
#
148	148	wet	maakuu	Maori	10	4	A	M	2	2.M.C	2.0	maakuu	0	347	maakuu
383	383	wet	suasua	Fijian	11	3	A	S	1	1.S.C	2.0	suasua	0	346	suasua
#
205	205	what?	aha	Maori	1	7	X	A	2	2.A.V	1.5	aha	0	349	aha
435	435	what?	cava	Fijian	1	1	A	C	1	1.C.C	2.0	cava	0	348	cava
#
179	179	when?	aahea	Maori	5	7	X	A	2	2.A.V	1.5	aahea	0	351	aahea
413	413	when?	ninaica	Fijian	"1,43"	4	A	N	1	1.N.C	2.0	ninaica	0	350	ninaica
#
193	193	where?	whea	Maori	"3,35"	6	A	W	2	2.W.C	2.0	whea	0	353	whea
426	426	where?	e vei	Fijian	3	7 3	XN	EB	1	1.E.V 1.B.c	1.5 0.8	evei	0	352	e vei
#
155	155	white	maa	Maori		4	A	M	2	2.M.C	2.0	maa	0	355	maa
390	390	white	vulavula	Fijian	42	3	A	B	1	1.B.C	2.0	vulavula	0	354	vulavula
#
206	206	who?	wai	Maori	"1,19"	6	A	W	2	2.W.C	2.0	wai	1	356	wai
#
167	167	wide	whaanui	Maori		6	A	W	2	2.W.C	2.0	whaanui	0	358	whaanui
401	401	wide	raba	Fijian	51	5	A	R	1	1.R.C	2.0	raba	0	357	raba
#
60	60	wife	wahine	Maori	"5,68"	6	A	W	2	2.W.C	2.0	wahine	0	359	wahine
290	290	wife	wati-na	Fijian	30	6	A	W	1	1.W.C	2.0	wati-na	1	359	wati-na
#
142	142	wind	hau	Maori	10	3	A	H	2	2.H.C	2.0	hau	0	361	hau
377	377	wind	cagi	Fijian	1	1	A	C	1	1.C.C	2.0	cagi	0	360	cagi
#
103	103	wing	parirau	Maori	9	1	A	P	2	2.P.C	2.0	parirau	0	363	parirau
339	339	wing	taba-na	Fijian	35	1	A	T	1	1.T.C	2.0	taba-na	1	362	taba-na
#
57	57	woman/female	wahine	Maori	"1,106, 116"	6	A	W	2	2.W.C	2.0	wahine	1	365	wahine
287	287	woman/female	yalewa	Fijian	55	7	X	Y	1	1.Y.V	1.5	yalewa	0	364	yalewa
#
133	133	woods/forest	ngahere	Maori	16	4	A	N	2	2.N.C	2.0	ngahere	0	367	ngahere
368	368	woods/forest	veikau	Fijian	13	3	A	B	1	1.B.C	2.0	veikau	0	366	veikau
#
110	110	worm (earthworm)	noke	Maori	7	4	A	N	2	2.N.C	2.0	noke	0	369	noke
346	346	worm (earthworm)	baca ni qele	Fijian	16	1 4 1	AXN	PNK	1	1.P.C 1.N.V 1.K.c	2.0 1.5 0.8	bacaniqele	0	368	baca ni qele
#
178	178	year	tau	Maori	1	1	A	T	2	2.T.C	2.0	tau	0	371	tau
412	412	year	yabaki	Fijian	27	7	X	Y	1	1.Y.V	1.5	yabaki	0	370	yabaki
#
157	157	yellow	koowhai	Maori		1	A	K	2	2.K.C	2.0	koowhai	0	373	koowhai
392	392	yellow	dromodromoa	Fijian	46	1	A	T	1	1.T.C	2.0	dromodromoa	0	372	dromodromoa
#
201	201	you	koorua	Maori	x	1	A	K	2	2.K.C	2.0	koorua	0	374	koorua
202	202	you	koutou	Maori	16	1	A	K	2	2.K.C	2.0	koutou	0	374	koutou
433	433	you	kemunÄ«	Fijian	1?	1	A	K	1	1.K.C	2.0	kemunÄ«	0	374	kemunÄ«
